article_id,newspaper,year_window,search_term,article_title,article_url,published_date,updated_date,image_index,image_url,local_image_path,caption,credit,positive_chart_signal_count,positive_chart_signals,negative_photo_signal_count,negative_photo_signals,review_priority,auto_review_label,dedup_image_path,metadata_source_csv
guardian_1d9d5bad4c,The Guardian,2013,IPCC,Andrew Neil - these are your climate errors on BBC Sunday Politics,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2013/jul/17/climate-change-scepticism-andrew-neil-ed-davey,2013-07-17,2021-08-25,2,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/7/16/1373935073040/hist_self_abstract_450.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-07-17_guardian_1d9d5bad4c_img02.jpg,"Histogram of Abstract Rating (expressed in percentages) minus Self-Rating. 1–3 = endorsed human-caused global warming, 4 = no expressed position, 5–7 = rejected human-caused global warming. Green bars are where self-ratings have a higher level of endorsement of human-caused global warming than the abstract rating. Red bars are where self-ratings have a lower level of endorsement of human-caused global warming than the abstract rating.",,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-07-17_guardian_1d9d5bad4c_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_1d9d5bad4c,The Guardian,2013,IPCC,Andrew Neil - these are your climate errors on BBC Sunday Politics,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2013/jul/17/climate-change-scepticism-andrew-neil-ed-davey,2013-07-17,2021-08-25,4,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/7/17/1374020042661/SkepticView450.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-07-17_guardian_1d9d5bad4c_img04.jpg,Source: Climate Nexus,Climate Nexus,1,source:,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-07-17_guardian_1d9d5bad4c_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_56c78de709,The Guardian,2013,IPCC,"Climate change slowdown is due to warming of deep oceans, say scientists",https://www.theguardian.com/science/2013/jul/22/climate-change-slowdown-warming-oceans,2013-07-22,2021-08-25,1,https://i.guim.co.uk/img/static/sys-images/Environment/Pix/columnists/2010/2/4/1265280195608/Michael-Manns-graph-of-te-002.jpg?width=465&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-07-22_guardian_56c78de709_img01.jpg,Temperature in the northern hemisphere since 1000 CE. Natural variation in the climate cycle does not contradict climate scientists' predictions. Graph: IPCC report,,1,graph,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-07-22_guardian_56c78de709_img01.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_d950a68ea3,The Guardian,2013,"""global temperature""",The climate change policy discussion I wish Andrew Neil would have on BBC,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2013/jul/23/climate-change-andrew-neil-bbc-errors-take2,2013-07-23,2021-08-25,2,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/7/23/1374538609091/bau_future_warming450.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-07-23_guardian_d950a68ea3_img02.jpg,"This graph shows that even at the lowest range of climate sensitivity, future global warming will take us well beyond any temperature experienced during civilized human history. The blue line represents reconstructed temperature. The red line represents measured and projected global surface temperature. The red dots show the projected warming in the year 2100 for three different climate sensitivities (high sensitivity 4.5°C, most likely sensitivity 3°C, low sensitivity 1.5°C).",,1,graph,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-07-23_guardian_d950a68ea3_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_d950a68ea3,The Guardian,2013,"""global temperature""",The climate change policy discussion I wish Andrew Neil would have on BBC,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2013/jul/23/climate-change-andrew-neil-bbc-errors-take2,2013-07-23,2021-08-25,4,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/7/23/1374540452775/Nuccitelli_OHC_450.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-07-23_guardian_d950a68ea3_img04.jpg,Global heat accumulation from Nuccitelli et al. (2012),,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-07-23_guardian_d950a68ea3_img04.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_d950a68ea3,The Guardian,2013,"""global temperature""",The climate change policy discussion I wish Andrew Neil would have on BBC,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2013/jul/23/climate-change-andrew-neil-bbc-errors-take2,2013-07-23,2021-08-25,5,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/7/23/1374542046038/SeaIceExtent450.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-07-23_guardian_d950a68ea3_img05.jpg,Average July through September Arctic sea ice extent 1870–2008 from the University of Illinois and observational data from the National Snow and Ice Data Center for 2009–2012,,1,data,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-07-23_guardian_d950a68ea3_img05.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_b5d78debaf,The Guardian,2013,IPCC,How extreme will future heatwaves be? Choose your own adventure,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2013/aug/21/climate-change-extreme-heat,2013-08-21,2021-08-25,2,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/8/20/1376959569715/CR13Fig3_450.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-08-21_guardian_b5d78debaf_img02.jpg,Figure 1: Multi-model mean of the percentage of boreal summer months in the time period 2071–2099 with temperatures beyond 3-sigma (top) and 5-sigma (bottom) under low emissions scenario RCP2.6 (left) and high emissions RCP8.5 (right).,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-08-21_guardian_b5d78debaf_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_57d34762e9,The Guardian,2013,"""sea level rise""","Cooling Pacific has dampened global warming, research shows",https://www.theguardian.com/environment/2013/aug/28/cooling-pacific-dampened-global-warming,2013-08-28,2021-08-25,2,https://i.guim.co.uk/img/static/sys-images/Environment/Pix/pictures/2013/8/28/1377701081220/Global-temperature-rise-001.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-08-28_guardian_57d34762e9_img02.jpg,Global temperature rise Photograph: Guardian,,1,graph,2,photo|photograph,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-08-28_guardian_57d34762e9_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_3c4c1d71dc,The Guardian,2013,"""global temperature""",The Pacific Ocean fills in another piece of the global warming puzzle,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2013/sep/03/global-warming-pacific-ocean-puzzle-piece,2013-09-03,2021-08-25,2,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/8/30/1377826909810/Nature1a_450.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-09-03_guardian_3c4c1d71dc_img02.jpg,This graph shows the good match between temperatures in the Nature paper model (in red) and measured temperatures (in black). Just accounting for human and solar climate influences doesn't reproduce the recent surface warming slowdown (in purple).,,1,graph,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-09-03_guardian_3c4c1d71dc_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_476de0072e,The Guardian,2013,IPCC,How fast is Arctic sea ice melting?,https://www.theguardian.com/environment/2013/sep/18/how-fast-is-arctic-sea-ice-melting,2013-09-18,2021-08-27,3,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/9/18/1379521161273/808e920b-cc3f-427c-9060-9b465e8eb4b6-2060x1032.png?width=465&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-09-18_guardian_476de0072e_img03.png,Summer temperatures for 2013 compared with data from 1981-2010 and 2007-2012. Photograph: NSIDC Photograph: NSIDC,,2,data|graph,2,photo|photograph,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-09-18_guardian_476de0072e_img03.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_476de0072e,The Guardian,2013,IPCC,How fast is Arctic sea ice melting?,https://www.theguardian.com/environment/2013/sep/18/how-fast-is-arctic-sea-ice-melting,2013-09-18,2021-08-27,5,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/9/18/1379506591403/156e447c-bb99-4e49-b3d7-dfcdae403ac9-460x431.jpeg?width=465&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-09-18_guardian_476de0072e_img05.jpeg,This year's sea ice minimum compared to the 1981-2010 median. Source: guardian.co.uk Photograph: guardian.co.uk,guardian.co.uk Photograph: guardian.co.uk,2,graph|source:,2,photo|photograph,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-09-18_guardian_476de0072e_img05.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_476de0072e,The Guardian,2013,IPCC,How fast is Arctic sea ice melting?,https://www.theguardian.com/environment/2013/sep/18/how-fast-is-arctic-sea-ice-melting,2013-09-18,2021-08-27,8,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/9/18/1379505788749/c8b2546e-9d07-4740-80be-2df61218f7b9-bestSizeAvailable.jpeg?width=465&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-09-18_guardian_476de0072e_img08.jpeg,Heat from global warming has been transferred into the ocean during the past thirty years. Complicating observations of warming on the surface. Source: Nuccitelli et al. (2012) Photograph: Nuccitelli et al. (2012),Nuccitelli et al. (2012) Photograph: Nuccitelli et al. (2012),2,graph|source:,2,photo|photograph,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-09-18_guardian_476de0072e_img08.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_476de0072e,The Guardian,2013,IPCC,How fast is Arctic sea ice melting?,https://www.theguardian.com/environment/2013/sep/18/how-fast-is-arctic-sea-ice-melting,2013-09-18,2021-08-27,9,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/9/18/1379502242087/e73a3091-e0ae-46fc-a033-64d8a328fe20-bestSizeAvailable.png?width=465&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-09-18_guardian_476de0072e_img09.png,The yearly sea ice extent variation can bely the long-term trend. Source: NSIDC Photograph: NSIDC,NSIDC Photograph: NSIDC,2,graph|source:,2,photo|photograph,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-09-18_guardian_476de0072e_img09.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_476de0072e,The Guardian,2013,IPCC,How fast is Arctic sea ice melting?,https://www.theguardian.com/environment/2013/sep/18/how-fast-is-arctic-sea-ice-melting,2013-09-18,2021-08-27,10,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2013/9/18/1379500035599/c87bd0d5-3ddf-4c29-b1c1-5ee2d91b1b7d-bestSizeAvailable.png?width=465&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-09-18_guardian_476de0072e_img10.png,Summer sea ice extent for 2012 and 2013. This year's sea ice minimum was the sixth lowest since records began. Photograph: NSIDC Photograph: NSIDC,,1,graph,2,photo|photograph,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-09-18_guardian_476de0072e_img10.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
guardian_4b14c5a16a,The Guardian,2013,IPCC,Arctic sea ice shrinks to sixth-lowest extent on record,https://www.theguardian.com/environment/2013/sep/18/arctic-sea-ice-shrinks-record-low,2013-09-18,2021-08-25,2,https://i.guim.co.uk/img/static/sys-images/Environment/Pix/pictures/2013/9/18/1379504585992/Arctic-sea-ice-extent-gra-001.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2013-09-18_guardian_4b14c5a16a_img02.jpg,Arctic sea ice extent graph. Photograph: guardian.co.uk,,1,graph,2,photo|photograph,0,likely_visualization,D:\FR\IGD\IPCC internship\output\guardian\guardian_images\guardian_images_dataviz_dedup\guardian_2013-09-18_guardian_4b14c5a16a_img02.jpg,D:\FR\IGD\IPCC internship\output\guardian\guardian_images_2013.csv
