article_id,newspaper,ipcc_window,search_term,article_title,article_url,published_date,image_index,image_url,local_image_path,caption,credit
c9w15nggj58o,BBC News,2013,"""climate change""",What is climate change? A really simple guide,https://www.bbc.co.uk/news/articles/c9w15nggj58o,2013-09-23,5,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/e249/live/d0c124d0-50ef-11f0-a466-d54f65b60deb.jpg,,"Image caption, The Earth's poles are especially vulnerable to rising temperatures",
c9w15nggj58o,BBC News,2013,"""climate change""",What is climate change? A really simple guide,https://www.bbc.co.uk/news/articles/c9w15nggj58o,2013-09-23,6,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/f758/live/9860a180-f151-11f0-b5f7-49f0357294ff.png,,,
c9w15nggj58o,BBC News,2013,"""climate change""",What is climate change? A really simple guide,https://www.bbc.co.uk/news/articles/c9w15nggj58o,2013-09-23,7,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/943c/live/8e4e7c40-5105-11f0-a466-d54f65b60deb.png,,,
business-26617722,BBC News,2014,"""carbon budget""",Budget 2014: Carbon tax cut could mean lower energy bills,https://www.bbc.co.uk/news/business-26617722,2014-03-18,1,https://ichef.bbci.co.uk/ace/standard/512/mcs/media/images/73637000/jpg/_73637235_83950241.jpg,,"Image caption, Energy generators are among those who would benefit from a tax cut",
science-environment-30225511,BBC News,2014,"""global temperature""",UN climate talks begin as global temperatures break records,https://www.bbc.co.uk/news/science-environment-30225511,2014-12-01,1,https://ichef.bbci.co.uk/ace/standard/624/mcs/media/images/79378000/jpg/_79378373_img_0001.jpg,,"Image caption, In September, millions of people marched in support of a new approach to climate change",
science-environment-30225511,BBC News,2014,"""global temperature""",UN climate talks begin as global temperatures break records,https://www.bbc.co.uk/news/science-environment-30225511,2014-12-01,2,https://ichef.bbci.co.uk/ace/standard/624/mcs/media/images/79378000/gif/_79378378_201410.gif,,"Image caption, Data from the US suggests 2014 is on course for record temperatures",
science-environment-30816143,BBC News,2015,"""sea level rise""",Rate of sea-level rise 'steeper',https://www.bbc.co.uk/news/science-environment-30816143,2015-01-14,1,https://ichef.bbci.co.uk/ace/standard/624/mcs/media/images/80274000/jpg/_80274333_509052337.jpg,,"Image caption, Different effects in different places can either mask or exaggerate the signal",
science-environment-30816143,BBC News,2015,"""sea level rise""",Rate of sea-level rise 'steeper',https://www.bbc.co.uk/news/science-environment-30816143,2015-01-14,2,https://ichef.bbci.co.uk/ace/standard/624/mcs/media/images/80274000/jpg/_80274798_dsc_6747_v1.jpg,,"Image caption, Scientists have calculated the various contributions to sea-level rise, such as melting land ice",
science-environment-30816143,BBC News,2015,"""sea level rise""",Rate of sea-level rise 'steeper',https://www.bbc.co.uk/news/science-environment-30816143,2015-01-14,3,https://ichef.bbci.co.uk/ace/standard/464/mcs/media/images/63077000/jpg/_63077404_63076505.jpg,,"Image caption, The modern tide gauge is now a highly sophisticated tool. Coastal instruments have recorded sea level change at some locations for more than 200 years",
science-environment-30816143,BBC News,2015,"""sea level rise""",Rate of sea-level rise 'steeper',https://www.bbc.co.uk/news/science-environment-30816143,2015-01-14,4,https://ichef.bbci.co.uk/ace/standard/624/mcs/media/images/80274000/jpg/_80274681_80274680.jpg,,"Image caption, The Sentinel-3 satellite is intended to be a continuous programme, like Jason before it",
business-34738408,BBC News,2015,"""sea level rise""",Tonga facing up to rising sea levels,https://www.bbc.co.uk/news/business-34738408,2015-12-01,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/4B6D/production/_86590391_tongamarket.jpg,,"Image caption, Most Tongans live on the coast",
business-34738408,BBC News,2015,"""sea level rise""",Tonga facing up to rising sea levels,https://www.bbc.co.uk/news/business-34738408,2015-12-01,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/066B/production/_86534610_roadwhichwaswashedaway.jpg,,"Image caption, Many roads in Tonga are washed away by rising tides",
business-34738408,BBC News,2015,"""sea level rise""",Tonga facing up to rising sea levels,https://www.bbc.co.uk/news/business-34738408,2015-12-01,3,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/245D/production/_86590390_seadefencesatfafa.jpg,,"Image caption, Sea defences are being built across the islands",
c93d59d4zy1o,BBC News,2015,"""1.5C""",What is the Paris climate agreement and why does 1.5C matter?,https://www.bbc.co.uk/news/articles/c93d59d4zy1o,2015-12-12,1,https://ichef.bbci.co.uk/ace/standard/1024/cpsprodpb/8253/live/2cd53860-b987-11f0-bc67-5ff597b9ab99.jpg,,,
c93d59d4zy1o,BBC News,2015,"""1.5C""",What is the Paris climate agreement and why does 1.5C matter?,https://www.bbc.co.uk/news/articles/c93d59d4zy1o,2015-12-12,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/ed19/live/23e1d380-f069-11f0-b5f7-49f0357294ff.png,,,
science-environment-35354579,BBC News,2016,"""global temperature""",Climate change: 2015 'shattered' global temperature record by wide margin,https://www.bbc.co.uk/news/science-environment-35354579,2016-01-20,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/156B3/production/_87813778_anoms_ytd_col_pct_no_crosses-01-2copy.jpg,,"Image caption, Global temperature anomalies in 2015: Many parts of the world have experienced significantly higher temperatures than the average through 2015",
science-environment-35354579,BBC News,2016,"""global temperature""",Climate change: 2015 'shattered' global temperature record by wide margin,https://www.bbc.co.uk/news/science-environment-35354579,2016-01-20,2,https://ichef.bbci.co.uk/ace/standard/800/cpsprodpb/703B/production/_87813782_hadcrut4_new_logo.1961-1990copy1.jpg,,"Image caption, This graph shows how temperatures deviate from the long-term average",
uk-england-wiltshire-35694417,BBC News,2016,IPCC,IPCC reports Wiltshire Police could not have stopped Alison Connolly's murder,https://www.bbc.co.uk/news/uk-england-wiltshire-35694417,2016-03-01,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/FA15/production/_87212046_87212044.jpg,,"Image caption, Alison Connolly died from a single stab wound to her chest",
uk-england-wiltshire-35694417,BBC News,2016,IPCC,IPCC reports Wiltshire Police could not have stopped Alison Connolly's murder,https://www.bbc.co.uk/news/uk-england-wiltshire-35694417,2016-03-01,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/13465/production/_87194987_sisters.jpg,,"Image caption, Both sisters are appealing against their sentences, while Charice Gassmann (left) is also appealing against her conviction",
uk-35749903,BBC News,2016,IPCC,"Police use of force needs recording better, IPCC says",https://www.bbc.co.uk/news/uk-35749903,2016-03-08,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/165DD/production/_88631619_88631166.jpg,,,
uk-35749903,BBC News,2016,IPCC,"Police use of force needs recording better, IPCC says",https://www.bbc.co.uk/news/uk-35749903,2016-03-08,2,https://ichef.bbci.co.uk/ace/standard/464/mcs/media/images/87305000/jpg/_87305809_e60a1338-b823-4610-ab6d-1f7eb1e59e96.jpg,,,
uk-35749903,BBC News,2016,IPCC,"Police use of force needs recording better, IPCC says",https://www.bbc.co.uk/news/uk-35749903,2016-03-08,3,https://ichef.bbci.co.uk/ace/standard/464/cpsprodpb/073A/production/_87305810_097103cc-408c-4904-8238-4a0cb1e67167.jpg,,,
uk-england-lincolnshire-35821678,BBC News,2016,IPCC,Barbie attack police dog investigated by IPCC over two cases,https://www.bbc.co.uk/news/uk-england-lincolnshire-35821678,2016-03-16,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/87A5/production/_88552743_dogcomp.jpg,,"Image caption, Falco, a black German shepherd, was suspended from duty after the attack on Barbie the terrier",
uk-england-lincolnshire-35821678,BBC News,2016,IPCC,Barbie attack police dog investigated by IPCC over two cases,https://www.bbc.co.uk/news/uk-england-lincolnshire-35821678,2016-03-16,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/1275/production/_88552740_88552739.jpg,,"Image caption, Lincolnshire Police said dogs often live among other family pets but are trained to protect owners",
uk-wales-south-east-wales-35820546,BBC News,2016,IPCC,IPCC to probe police contact with murder victim,https://www.bbc.co.uk/news/uk-wales-south-east-wales-35820546,2016-03-16,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/6E13/production/_88597182_comp.jpg,,,
uk-england-hampshire-35846787,BBC News,2016,IPCC,IPCC finds Martine Brandon custody death officers committed misconduct,https://www.bbc.co.uk/news/uk-england-hampshire-35846787,2016-03-18,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/6D96/production/_88845082_southamptoncentralpolicestation.jpg,,"Image caption, Martine Brandon died at the Southampton Custody Centre, above, on 1 November 2014 after choking on her underwear",
uk-england-tees-35882816,BBC News,2016,IPCC,IPCC to probe Cleveland Police 'discrimination' ruling,https://www.bbc.co.uk/news/uk-england-tees-35882816,2016-03-23,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/183E1/production/_86879299_86879298.jpg,,"Image caption, PC Nadeem Saddique lodged an official complaint about colleagues displaying ""robust racism""",
uk-england-sussex-35910769,BBC News,2016,IPCC,Sussex Police refer pedestrian death to IPCC,https://www.bbc.co.uk/news/uk-england-sussex-35910769,2016-03-28,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/4353/production/_88953271_fatalpedestrianrtclyminsterrd5.jpg,,"Image caption, Police had received an earlier report that a man was on the roadside",
science-environment-35926694,BBC News,2016,"""sea level rise""",'Drastic' Antarctic melt could double global sea-level rise,https://www.bbc.co.uk/news/science-environment-35926694,2016-03-30,1,"https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/871E/production/_89009543_c0157237-tourists_at_edge_of_ice_shelf,_antarctica-spl.jpg",,"Image caption, The latest model suggests that Antarctic melting could double projections of sea-level rise",
science-environment-35926694,BBC News,2016,"""sea level rise""",'Drastic' Antarctic melt could double global sea-level rise,https://www.bbc.co.uk/news/science-environment-35926694,2016-03-30,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/14302/production/_89009628_e2450083-ice_cliffs-spl.jpg,,"Image caption, The collapse of ice cliffs could be a significant factor in the new projection",
uk-england-nottinghamshire-35982852,BBC News,2016,IPCC,IPCC to investigate 'naked rampage' arrest death,https://www.bbc.co.uk/news/uk-england-nottinghamshire-35982852,2016-04-06,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/16487/production/_89117219_d1737c22-2cbe-4acb-8c45-1f8a82f7106d.jpg,,"Image caption, Police were called to Hoefield Crescent in Bulwell about a man whose behaviour was ""giving cause for concern""",
uk-england-york-north-yorkshire-35996967,BBC News,2016,IPCC,North Yorkshire Police investigated by IPCC over Scarborough death,https://www.bbc.co.uk/news/uk-england-york-north-yorkshire-35996967,2016-04-08,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/55FE/production/_89141022_94bf46b9-70b6-4f0c-bce2-25e1628cba09.jpg,,"Image caption, The IPCC investigation concerns the actions of North Yorkshire Police",
science-environment-36029753,BBC News,2016,"""sea level rise""",Sea-level rise factors unravelled,https://www.bbc.co.uk/news/science-environment-36029753,2016-04-12,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/14582/production/_89203338_89203337.jpg,,,
uk-36047526,BBC News,2016,IPCC,IPCC to investigate Police Federation fraud allegations,https://www.bbc.co.uk/news/uk-36047526,2016-04-14,1,https://ichef.bbci.co.uk/ace/standard/624/cpsprodpb/11B07/production/_85155427_dsc_7522.jpg,,,
uk-england-northamptonshire-36114429,BBC News,2016,IPCC,Northamptonshire PCC Adam Simmonds 'should come clean over IPCC inquiry',https://www.bbc.co.uk/news/uk-england-northamptonshire-36114429,2016-04-22,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/173D/production/_89394950_pccadamsimmonds.jpg,,"Image caption, PCC Adam Simmonds claims to have learned of the IPCC probe from his media team",
world-europe-36255749,BBC News,2016,"""sea level rise""",Five Pacific islands disappear as sea levels rise,https://www.bbc.co.uk/news/world-europe-36255749,2016-05-10,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/C21E/production/_89649694_90bf4de3-ad95-415d-9c22-9cacf2f76e2b.jpg,,"Image caption, Images show the remains of six partially eroded islands in the Solomon Islands",
world-europe-36255749,BBC News,2016,"""sea level rise""",Five Pacific islands disappear as sea levels rise,https://www.bbc.co.uk/news/world-europe-36255749,2016-05-10,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/1103E/production/_89649696_64e50834-ed40-4335-ad1e-fd79686949ec.jpg,,"Image caption, The research shows eroding coastlines of the Solomon Islands over nearly 70 years",
world-europe-36255749,BBC News,2016,"""sea level rise""",Five Pacific islands disappear as sea levels rise,https://www.bbc.co.uk/news/world-europe-36255749,2016-05-10,3,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/12AD9/production/_89650567_594e65d2-ec6d-4b7e-a6c3-a248a81b1a9c.jpg,,"Image caption, The Solomons are considered a hotspot because sea-level rises there are much higher than rises globally",
world-europe-36255749,BBC News,2016,"""sea level rise""",Five Pacific islands disappear as sea levels rise,https://www.bbc.co.uk/news/world-europe-36255749,2016-05-10,4,https://ichef.bbci.co.uk/ace/standard/925/cpsprodpb/4CEE/production/_89649691_89649690.jpg,,,
uk-england-merseyside-36282471,BBC News,2016,IPCC,Hillsborough: IPCC to investigate South Yorkshire Police 'spin' claims,https://www.bbc.co.uk/news/uk-england-merseyside-36282471,2016-05-12,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/6EE6/production/_89609382_syphillsboroughprhayleycourt.jpg,,"Image caption, Hayley Court worked as South Yorkshire Police's Hillsborough communications specialist",
uk-england-merseyside-36282471,BBC News,2016,IPCC,Hillsborough: IPCC to investigate South Yorkshire Police 'spin' claims,https://www.bbc.co.uk/news/uk-england-merseyside-36282471,2016-05-12,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/104D2/production/_89607766_1hill.jpg,,"Image caption, Ninety-six football fans died after crushing in the 1989 disaster at Hillsborough stadium",
uk-england-beds-bucks-herts-36284942,BBC News,2016,IPCC,IPCC investigates after arrested man dies in Bedford,https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-36284942,2016-05-13,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/DFF0/production/_89682375_bedford-edit.jpg,,"Image caption, The man was detained on Midland Road, near the junction with Battison Street",
science-environment-36303046,BBC News,2016,"""global temperature""",April breaks global temperature record,https://www.bbc.co.uk/news/science-environment-36303046,2016-05-16,1,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/17AC/production/_89706060_89706059.jpg,,,
uk-england-sussex-36472234,BBC News,2016,IPCC,"Disabled girl handcuffed by Sussex Police, IPCC finds",https://www.bbc.co.uk/news/uk-england-sussex-36472234,2016-06-08,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/C937/production/_89911515_hqfrontentrance.jpg,,"Image caption, The police watchdog said the force had failed to respond effectively to the needs of a vulnerable child",
uk-england-sussex-36472234,BBC News,2016,IPCC,"Disabled girl handcuffed by Sussex Police, IPCC finds",https://www.bbc.co.uk/news/uk-england-sussex-36472234,2016-06-08,2,https://ichef.bbci.co.uk/ace/standard/464/mcs/media/images/78032000/jpg/_78032296_32dd32e8-2c74-4221-aaee-2a00401d4009.jpg,,,
uk-england-sussex-36472234,BBC News,2016,IPCC,"Disabled girl handcuffed by Sussex Police, IPCC finds",https://www.bbc.co.uk/news/uk-england-sussex-36472234,2016-06-08,3,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/11757/production/_89911517_66b0d34a-8ce1-4256-9a82-34b084b98d8e.jpg,,"Image caption, The girl was restrained with handcuffs, leg restraints and a mesh anti-spit hood",
uk-england-birmingham-36492190,BBC News,2016,IPCC,Sharmila Ullah cell death: IPCC rules detention officer lied about checks,https://www.bbc.co.uk/news/uk-england-birmingham-36492190,2016-06-09,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/4C2F/production/_89930591_bloxwichpolicestation.png,,"Image caption, Sharmila Ullah, 30, died in hospital in July 2014",
uk-england-beds-bucks-herts-36563581,BBC News,2016,IPCC,IPCC's criminal investigation into officers after man dies in Bedford,https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-36563581,2016-06-17,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/95B8/production/_89682383_video-swns-edit.jpg,,"Image caption, Alleged footage of the incident was been posted online",
uk-england-beds-bucks-herts-36563581,BBC News,2016,IPCC,IPCC's criminal investigation into officers after man dies in Bedford,https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-36563581,2016-06-17,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/DFF0/production/_89682375_bedford-edit.jpg,,"Image caption, The man was detained on Midland Road, near the junction with Battison Street",
uk-england-beds-bucks-herts-36639542,BBC News,2016,IPCC,Berkhamsted double-death case referred to IPCC,https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-36639542,2016-06-27,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/1200E/production/_90124737_sbna_twodeathsberkhamsted2.jpg,,"Image caption, The bodies of a man and woman were found at an address in Highfield Road, Berkhamsted on Thursday",
uk-england-beds-bucks-herts-36639542,BBC News,2016,IPCC,Berkhamsted double-death case referred to IPCC,https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-36639542,2016-06-27,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/3996/production/_90124741_sbna_twodeathsberkhamsted4.jpg,,"Image caption, Hertfordshire Police referred itself to the Independent Police Complaints Commission (IPCC) after having prior contact with the deceased",
uk-england-merseyside-36663333,BBC News,2016,IPCC,IPCC assesses actions of police chief at Hillsborough inquests,https://www.bbc.co.uk/news/uk-england-merseyside-36663333,2016-06-29,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/7554/production/_89963003_pa-26167934.jpg,,"Image caption, David Crompton was suspended as Chief Constable of South Yorkshire Police following the Hillsborough inquests",
uk-england-derbyshire-36829894,BBC News,2016,IPCC,David Stokes death: IPCC finds no police misconduct issues,https://www.bbc.co.uk/news/uk-england-derbyshire-36829894,2016-07-18,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/165BF/production/_90438519_a617.jpg,,"Image caption, David Stokes was in a car pursued by police at speeds of up to 130mph on the A617 near Chesterfield",
uk-england-derbyshire-36829894,BBC News,2016,IPCC,David Stokes death: IPCC finds no police misconduct issues,https://www.bbc.co.uk/news/uk-england-derbyshire-36829894,2016-07-18,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/3127/production/_90438521_chesterfield.jpg,,"Image caption, David Stokes became unwell as he was being transported to Chesterfield Police Station.",
uk-england-derbyshire-36829894,BBC News,2016,IPCC,David Stokes death: IPCC finds no police misconduct issues,https://www.bbc.co.uk/news/uk-england-derbyshire-36829894,2016-07-18,3,https://ichef.bbci.co.uk/ace/standard/624/mcs/media/images/79526000/jpg/_79526792_79526791.jpg,,"Image caption, The IPCC has found no misconduct issues for officers who arrested and detained David Stokes",
science-environment-36904990,BBC News,2016,"""1.5C""",Debate needed on 1.5C temperature target,https://www.bbc.co.uk/news/science-environment-36904990,2016-07-29,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/12377/production/_90551647_mediaitem90551646.jpg,,,
uk-england-coventry-warwickshire-36928749,BBC News,2016,IPCC,Ozeivo Akerele death: IPCC probes response to reports of missing student,https://www.bbc.co.uk/news/uk-england-coventry-warwickshire-36928749,2016-07-29,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/8A80/production/_90565453_mediaitem81293137.jpg,,"Image caption, Ozeivo Akerele, 24, was seen at Iglu nightclub in the early hours of 31 January last year",
uk-england-london-36913647,BBC News,2016,IPCC,Met race row police officers accuse IPCC of wasting public money,https://www.bbc.co.uk/news/uk-england-london-36913647,2016-07-29,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/98DD/production/_90533193_mediaitem90533192.jpg,,,
uk-36936264,BBC News,2016,IPCC,Police watchdog IPCC 'favours black complainants',https://www.bbc.co.uk/news/uk-36936264,2016-08-01,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/D0C7/production/_90574435_017070164-1.jpg,,,
uk-36936264,BBC News,2016,IPCC,Police watchdog IPCC 'favours black complainants',https://www.bbc.co.uk/news/uk-36936264,2016-08-01,2,https://ichef.bbci.co.uk/ace/standard/464/mcs/media/images/76020000/jpg/_76020974_line976.jpg,,,
uk-36936264,BBC News,2016,IPCC,Police watchdog IPCC 'favours black complainants',https://www.bbc.co.uk/news/uk-36936264,2016-08-01,3,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/11EE7/production/_90574437_013254203-1.jpg,,,
uk-england-manchester-36955309,BBC News,2016,IPCC,Jordon Begley death: IPCC seeks wants to quash Taser death report,https://www.bbc.co.uk/news/uk-england-manchester-36955309,2016-08-02,1,https://ichef.bbci.co.uk/ace/standard/624/cpsprodpb/64E7/production/_90613852_begley_pa.jpg,,"Image caption, Jordon Begley suffered a cardiac arrest and died at Manchester Royal Infirmary",
uk-england-manchester-36978819,BBC News,2016,IPCC,"No GMP officers deployed to find vulnerable teenager, IPCC says",https://www.bbc.co.uk/news/uk-england-manchester-36978819,2016-08-05,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/22AD/production/_90677880_oldkayspark.jpg,,"Image caption, The body of Thomas Gallagher was found in Old Kays Park in Tottington, Bury, in 2015",
uk-england-london-37015033,BBC News,2016,IPCC,Anthony Long: Officer cleared after Azelle Rodney shooting attacks IPCC,https://www.bbc.co.uk/news/uk-england-london-37015033,2016-08-08,1,https://ichef.bbci.co.uk/ace/standard/624/cpsprodpb/11EFB/production/_83976437_83965855.jpg,,"Image caption, Former police firearms officer Anthony Long denied murdering Azelle Rodney",
uk-england-london-37015033,BBC News,2016,IPCC,Anthony Long: Officer cleared after Azelle Rodney shooting attacks IPCC,https://www.bbc.co.uk/news/uk-england-london-37015033,2016-08-08,2,https://ichef.bbci.co.uk/ace/standard/549/cpsprodpb/1173/production/_83976440_83976438.jpg,,"Image caption, Azelle Rodney was shot six times in 2005",
uk-england-london-37015033,BBC News,2016,IPCC,Anthony Long: Officer cleared after Azelle Rodney shooting attacks IPCC,https://www.bbc.co.uk/news/uk-england-london-37015033,2016-08-08,3,https://ichef.bbci.co.uk/ace/standard/464/cpsprodpb/7BD6/production/_90620713_line_464.jpg,,,
uk-england-london-37015033,BBC News,2016,IPCC,Anthony Long: Officer cleared after Azelle Rodney shooting attacks IPCC,https://www.bbc.co.uk/news/uk-england-london-37015033,2016-08-08,4,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/A4BB/production/_90717124_capture.jpg,,,
uk-england-bristol-37108821,BBC News,2016,IPCC,IPCC to investigate fall death man from Bristol building,https://www.bbc.co.uk/news/uk-england-bristol-37108821,2016-08-17,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/1BC8/production/_90821170_mediaitem90821169.jpg,,"Image caption, The man, who has not been formally identified, died on Tuesday after falling from Rawnsley House in Easton",
uk-england-coventry-warwickshire-37130731,BBC News,2016,IPCC,Warwick University CS spray row student wins IPCC case,https://www.bbc.co.uk/news/uk-england-coventry-warwickshire-37130731,2016-08-19,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/17593/production/_90853659_footage.jpg,,"Image caption, Footage of the disruption was posted on YouTube",
uk-england-tyne-37176051,BBC News,2016,IPCC,Stewart Anderson: IPCC to investigate Durham Loveshack death,https://www.bbc.co.uk/news/uk-england-tyne-37176051,2016-08-24,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/14BF/production/_90511350_nightclub.jpg,,"Image caption, Stewart Anderson from Hetton-le-Hole was a ""devoted grandfather""",
uk-england-berkshire-37186758,BBC News,2016,IPCC,IPCC to investigate after man spends 20 hours on roof,https://www.bbc.co.uk/news/uk-england-berkshire-37186758,2016-08-25,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/1B4F/production/_90919960_ch.jpg,,"Image caption, Police were called to Church Road, Earley, shortly before 23:00 BST on Tuesday",
uk-england-london-37417955,BBC News,2016,IPCC,Met Police Camden 'car attack' to be investigated by IPCC,https://www.bbc.co.uk/news/uk-england-london-37417955,2016-09-20,1,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/CD26/production/_91281525_mediaitem91281524.jpg,,"Image caption, The officer repeatedly ordered the driver out of the car",
